Employee ID,StartDate,Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,DOB,State,GenderCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Date,Training Program Name,Training Type,Training Outcome,Training Duration(Days),Training Cost,Age,TrainingSuccess,CostPerTrainingDay,OverallSatisfactionIndex
3542,2023-04-15,Area Sales Manager,EW,Active,Contract,Zone A,Temporary,Sales,Field Operations,1948-01-03,IN,Male,White,Married,Needs Improvement,1,2022-10-18,2,3,4,2022-08-22,Project Management,Internal,Failed,4,511.42,75,0,124.73658536585367,3.0
3543,2020-11-10,Area Sales Manager,MSC,Active,Part-Time,Zone A,Temporary,Sales,General - Con,1981-02-18,CA,Female,Black,Single,Fully Meets,2,2023-11-02,4,5,5,2023-05-21,Communication Skills,External,Passed,4,171.03,39,1,41.71463414634147,4.666666666666667
3544,2023-06-29,Area Sales Manager,TNS,Active,Contract,Zone A,Temporary,Sales,Aerial,2000-09-16,CA,Male,Asian,Single,Fully Meets,2,2022-09-14,3,5,3,2023-05-02,Leadership Development,External,Passed,3,842.93,23,1,271.9129032258064,3.6666666666666665
3545,2022-03-07,Area Sales Manager,EW,Active,Full-Time,Zone C,Temporary,IT/IS,Field Operations,1943-01-28,OR,Female,Black,Widowed,Fully Meets,1,2023-05-27,2,5,2,2023-05-04,Customer Service,External,Incomplete,5,581.12,79,0,113.9450980392157,3.0
3546,2021-07-31,Area Sales Manager,CCDR,Active,Full-Time,Zone B,Part-Time,Sales,General - Con,1980-07-14,ND,Male,Hispanic,Widowed,Exceeds,1,2023-10-05,2,5,5,2022-11-21,Project Management,External,Passed,4,426.45,41,1,104.01219512195122,4.0
3547,2022-01-20,Area Sales Manager,BPC,Active,Contract,Zone B,Full-Time,Sales,Project Management - Eng,1947-03-25,KY,Female,Other,Married,Needs Improvement,2,2022-12-24,2,4,2,2023-04-24,Technical Skills,External,Failed,4,805.05,75,0,196.35365853658539,2.6666666666666665
3548,2021-07-11,Area Sales Manager,WBL,Active,Part-Time,Zone A,Full-Time,Sales,General - Con,1964-01-25,KY,Female,White,Single,Fully Meets,1,2022-06-10,5,5,3,2022-08-16,Leadership Development,External,Passed,3,368.8,57,1,118.96774193548387,4.333333333333333
3549,2018-10-15,Area Sales Manager,TNS,Active,Full-Time,Zone C,Full-Time,Sales,Field Operations,1955-03-17,GA,Female,Black,Divorced,Fully Meets,2,2023-04-19,1,4,1,2022-11-02,Communication Skills,External,Failed,5,788.67,63,0,154.64117647058825,2.0
3551,2018-08-11,Area Sales Manager,PYZ,Active,Part-Time,Zone C,Part-Time,Sales,Engineers,1954-04-07,TX,Male,Black,Married,Needs Improvement,4,2023-03-06,4,4,3,2022-10-27,Communication Skills,External,Incomplete,1,570.13,64,0,518.3,3.6666666666666665
3552,2020-02-16,Area Sales Manager,PL,Active,Full-Time,Zone B,Full-Time,Sales,Field Operations,1942-11-08,CO,Male,White,Single,Needs Improvement,1,2022-10-14,3,4,2,2022-11-26,Leadership Development,External,Failed,4,480.87,78,0,117.28536585365855,3.0
3553,2020-01-20,Area Sales Manager,NEL,Active,Contract,Zone C,Temporary,Sales,Field Operations,1949-07-05,CO,Male,Black,Divorced,Fully Meets,4,2022-10-30,4,2,4,2022-12-11,Project Management,Internal,Incomplete,5,689.48,71,0,135.19215686274512,3.3333333333333335
3554,2019-03-31,Area Sales Manager,MSC,Active,Part-Time,Zone C,Temporary,Sales,People Services,1958-10-14,IN,Male,Asian,Widowed,Fully Meets,1,2023-07-06,2,1,2,2023-06-05,Project Management,Internal,Completed,4,283.33,61,1,69.10487804878049,1.6666666666666667
3555,2023-01-06,Area Sales Manager,EW,Active,Full-Time,Zone C,Temporary,Sales,General - Eng,1988-11-01,IN,Female,Hispanic,Widowed,Fully Meets,4,2023-01-13,2,5,1,2023-03-04,Leadership Development,External,Passed,4,566.12,35,1,138.07804878048782,2.6666666666666665
3556,2019-07-18,Area Sales Manager,CCDR,Active,Full-Time,Zone B,Temporary,Sales,Wireline Construction,1961-06-16,CA,Male,White,Single,Exceeds,2,2023-11-06,2,2,3,2023-02-11,Customer Service,Internal,Incomplete,1,513.92,58,0,467.19999999999993,2.3333333333333335
3557,2019-02-13,Area Sales Manager,BPC,Active,Part-Time,Zone C,Temporary,Sales,Field Operations,1960-06-06,MA,Male,Other,Single,Fully Meets,2,2023-04-20,4,5,2,2023-02-04,Project Management,External,Failed,1,210.38,59,0,191.25454545454542,3.6666666666666665
3558,2018-12-30,Production Technician I,MSC,Active,Part-Time,Zone A,Part-Time,Production,Yard (Material Handling),1959-04-06,MA,Female,Black,Single,Fully Meets,1,2022-05-10,2,5,3,2023-07-18,Technical Skills,Internal,Completed,1,941.54,59,1,855.9454545454545,3.3333333333333335
3559,2019-11-06,Production Technician I,NEL,Active,Part-Time,Zone C,Full-Time,Production,Field Operations,1991-11-18,MA,Male,White,Single,Fully Meets,2,2022-12-27,3,2,1,2022-11-30,Project Management,External,Failed,2,959.81,28,0,457.05238095238093,2.0
3560,2022-06-01,Production Technician I,MSC,Active,Contract,Zone C,Full-Time,Production,Field Operations,1954-02-18,MA,Female,Asian,Divorced,Exceeds,4,2023-09-01,2,4,5,2023-05-22,Technical Skills,External,Passed,1,738.92,68,1,671.7454545454544,3.6666666666666665
3561,2023-03-28,Production Technician II,BPC,Active,Part-Time,Zone C,Temporary,Production,General - Con,1959-01-31,MA,Female,White,Married,Fully Meets,5,2022-11-20,2,1,5,2022-09-07,Technical Skills,External,Failed,5,445.04,64,0,87.26274509803923,2.6666666666666665
3563,2019-01-01,Production Technician I,WBL,Active,Contract,Zone B,Full-Time,Production,Field Operations,1946-10-15,MA,Male,Black,Widowed,PIP,4,2023-01-31,4,1,3,2023-04-06,Leadership Development,External,Passed,4,886.9,73,1,216.31707317073173,2.6666666666666665
3564,2019-01-26,Production Technician II,SVG,Terminated,Full-Time,Zone C,Temporary,Production,Aerial,1994-07-11,MA,Female,White,Divorced,Fully Meets,1,2023-12-03,4,4,3,2022-12-10,Technical Skills,External,Incomplete,4,106.14,25,0,25.887804878048783,3.6666666666666665
3565,2021-09-11,Production Technician I,WBL,Active,Part-Time,Zone B,Full-Time,Production,General - Con,1968-10-05,MA,Male,Other,Divorced,Fully Meets,4,2022-09-29,5,5,5,2023-05-06,Project Management,External,Passed,4,684.35,53,1,166.91463414634148,5.0
3566,2021-09-26,Production Technician II,PL,Active,Part-Time,Zone A,Part-Time,Production,Aerial,1963-05-10,MA,Male,Black,Single,Fully Meets,2,2023-01-27,1,2,3,2022-09-05,Communication Skills,Internal,Failed,2,578.81,58,0,275.6238095238095,2.0
3567,2023-03-04,Production Technician I,EW,Active,Full-Time,Zone C,Full-Time,Production,General - Sga,1966-02-09,MA,Male,Asian,Widowed,Fully Meets,4,2023-04-08,2,3,2,2023-06-09,Customer Service,Internal,Completed,5,764.51,57,1,149.90392156862745,2.3333333333333335
3568,2023-07-11,Production Technician I,EW,Terminated,Full-Time,Zone B,Part-Time,Production,Field Operations,1974-08-12,MA,Male,Asian,Divorced,Fully Meets,2,2023-07-02,2,4,1,2022-08-23,Project Management,Internal,Incomplete,2,201.76,49,0,96.07619047619046,2.3333333333333335
3569,2019-02-09,Production Technician I,MSC,Active,Part-Time,Zone B,Temporary,Production,Catv,1995-07-19,MA,Female,Hispanic,Divorced,Fully Meets,2,2022-12-24,1,3,5,2022-11-09,Technical Skills,External,Incomplete,4,730.04,24,0,178.05853658536586,3.0
3570,2019-04-19,Production Technician II,TNS,Terminated,Full-Time,Zone B,Temporary,Production,Fielders,1974-11-23,MA,Female,Asian,Married,Fully Meets,1,2023-02-01,2,5,3,2023-03-29,Project Management,External,Failed,2,796.88,45,0,379.46666666666664,3.3333333333333335
3571,2022-07-07,Production Technician I,NEL,Terminated,Part-Time,Zone C,Full-Time,Production,Field Operations,1947-08-29,MA,Female,White,Widowed,Fully Meets,4,2022-11-23,4,1,5,2023-08-04,Project Management,External,Completed,3,834.44,75,1,269.1741935483871,3.3333333333333335
3572,2019-03-12,Production Technician I,WBL,Active,Contract,Zone A,Part-Time,Production,Fielders,1994-07-06,MA,Male,White,Single,Fully Meets,5,2022-05-12,5,5,5,2023-05-19,Leadership Development,Internal,Failed,5,569.17,25,0,111.60196078431373,5.0
3573,2020-03-09,Production Technician I,NEL,Active,Contract,Zone B,Full-Time,Production,Field Operations,1983-10-26,MA,Female,Asian,Divorced,Exceeds,4,2022-12-31,4,1,1,2022-10-06,Customer Service,Internal,Completed,4,386.07,37,1,94.16341463414635,2.0
3575,2021-04-28,Production Technician I,MSC,Terminated,Part-Time,Zone A,Temporary,Production,Field Operations,1987-05-03,MA,Male,Hispanic,Single,Exceeds,5,2023-06-26,5,1,5,2022-12-12,Technical Skills,Internal,Incomplete,3,583.21,34,0,188.13225806451612,3.6666666666666665
3576,2021-07-21,Production Technician II,PL,Active,Full-Time,Zone B,Full-Time,Production,Engineers,1992-04-26,MA,Female,Asian,Single,Exceeds,4,2023-03-23,2,3,3,2023-02-02,Project Management,External,Completed,5,398.65,29,1,78.16666666666667,2.6666666666666665
3577,2019-09-15,Production Technician I,BPC,Active,Part-Time,Zone C,Temporary,Production,Field Operations,1957-05-30,MA,Male,White,Widowed,Fully Meets,4,2022-08-14,5,4,5,2023-01-26,Communication Skills,Internal,Passed,5,931.46,62,1,182.63921568627453,4.666666666666667
3578,2019-05-04,Production Technician I,WBL,Active,Full-Time,Zone A,Temporary,Production,Field Operations,1957-05-30,MA,Male,Hispanic,Married,Exceeds,2,2022-10-14,1,4,2,2022-12-01,Project Management,External,Completed,5,115.06,62,1,22.56078431372549,2.3333333333333335
3579,2021-05-20,Production Technician II,BPC,Active,Full-Time,Zone C,Part-Time,Production,Field Operations,1946-11-15,MA,Female,Asian,Widowed,Needs Improvement,4,2023-04-27,5,3,3,2023-04-27,Communication Skills,External,Failed,2,199.82,75,0,95.15238095238095,3.6666666666666665
3580,2019-12-16,Production Technician I,PYZ,Active,Full-Time,Zone C,Full-Time,Production,Field Operations,1942-04-21,MA,Male,Other,Married,Fully Meets,4,2022-10-21,2,4,3,2022-11-04,Communication Skills,Internal,Failed,5,940.2,77,0,184.3529411764706,3.0
3581,2020-11-20,Production Technician I,SVG,Active,Full-Time,Zone A,Part-Time,Production,Wireline Construction,1943-08-03,MA,Male,Other,Divorced,Fully Meets,2,2022-08-29,3,4,4,2023-01-29,Communication Skills,External,Completed,1,122.07,77,1,110.97272727272725,3.6666666666666665
3582,2020-08-19,Production Technician I,TNS,Active,Part-Time,Zone B,Part-Time,Production,Yard (Material Handling),1968-09-08,MA,Male,Asian,Widowed,Fully Meets,4,2022-09-17,2,2,5,2022-09-09,Communication Skills,Internal,Completed,4,875.02,52,1,213.41951219512197,3.0
3583,2021-04-28,Production Technician I,WBL,Active,Full-Time,Zone C,Temporary,Production,Field Operations,1958-11-20,MA,Female,White,Married,Needs Improvement,4,2023-05-07,4,1,4,2023-03-18,Communication Skills,Internal,Incomplete,4,116.4,63,0,28.39024390243903,3.0
3584,2020-08-14,Production Technician I,BPC,Active,Contract,Zone C,Full-Time,Production,Field Operations,1987-07-11,MA,Female,Other,Married,Fully Meets,4,2023-05-28,2,2,5,2022-12-15,Technical Skills,External,Passed,5,341.78,33,1,67.0156862745098,3.0
3585,2021-12-22,Production Technician I,CCDR,Active,Full-Time,Zone A,Full-Time,Production,Yard (Material Handling),1992-07-16,MA,Female,Black,Divorced,Fully Meets,4,2023-12-01,1,2,3,2023-02-14,Communication Skills,Internal,Completed,4,107.48,29,1,26.214634146341467,2.0
3586,2019-02-01,Production Technician I,EW,Active,Part-Time,Zone B,Full-Time,Production,People Services,2000-12-27,MA,Female,Hispanic,Single,Fully Meets,2,2023-01-31,4,2,4,2022-09-30,Communication Skills,External,Completed,1,502.7,19,1,456.99999999999994,3.3333333333333335
3587,2021-05-10,Production Technician I,MSC,Active,Full-Time,Zone B,Temporary,Production,General - Eng,1977-12-25,MA,Male,Other,Divorced,Fully Meets,2,2023-05-24,1,2,2,2023-03-22,Leadership Development,External,Completed,5,570.04,44,1,111.77254901960784,1.6666666666666667
3588,2019-06-25,Production Technician I,NEL,Active,Full-Time,Zone C,Full-Time,Production,Shop (Fleet),1972-08-03,MA,Male,Black,Widowed,Fully Meets,2,2023-10-05,4,2,1,2023-03-23,Communication Skills,External,Passed,1,538.83,47,1,489.8454545454545,2.3333333333333335
3589,2019-04-25,Production Technician I,PL,Active,Contract,Zone B,Temporary,Production,Field Operations,1951-02-08,MA,Male,White,Single,Fully Meets,1,2022-09-18,2,3,2,2023-01-07,Communication Skills,Internal,Incomplete,4,881.8,68,0,215.07317073170734,2.3333333333333335
3593,2020-05-30,Production Technician I,WBL,Active,Contract,Zone A,Full-Time,Production,General - Con,1949-11-11,MA,Male,Asian,Married,Fully Meets,1,2022-07-10,4,4,3,2023-06-15,Project Management,Internal,Incomplete,3,258.07,71,0,83.2483870967742,3.6666666666666665
3594,2018-12-11,Production Technician I,PYZ,Active,Part-Time,Zone B,Part-Time,Production,Field Operations,1968-03-14,MA,Male,Black,Married,Needs Improvement,1,2023-01-23,1,5,1,2023-05-05,Leadership Development,Internal,Passed,5,472.64,50,1,92.67450980392157,2.3333333333333335
3595,2020-09-22,Production Technician I,WBL,Active,Contract,Zone A,Temporary,Production,Engineers,1952-02-03,MA,Male,Other,Divorced,Fully Meets,1,2023-01-19,2,3,1,2023-02-21,Technical Skills,External,Passed,2,252.88,68,1,120.41904761904762,2.0
3596,2019-07-28,Production Technician I,NEL,Active,Part-Time,Zone C,Full-Time,Production,Splicing,1982-07-19,MA,Male,Other,Single,Needs Improvement,2,2022-10-19,4,3,4,2022-12-14,Technical Skills,Internal,Incomplete,2,289.68,37,0,137.94285714285715,3.6666666666666665
3598,2018-09-28,Production Technician II,SVG,Terminated,Part-Time,Zone A,Full-Time,Production,Project Management - Eng,1950-06-10,MA,Female,Other,Married,Needs Improvement,1,2023-01-07,2,5,4,2022-10-11,Technical Skills,Internal,Passed,3,373.87,68,1,120.6032258064516,3.6666666666666665
3599,2020-04-12,Production Technician II,TNS,Active,Part-Time,Zone A,Temporary,Production,General - Con,1950-03-31,MA,Female,White,Divorced,Fully Meets,2,2023-02-03,4,4,2,2023-03-02,Leadership Development,Internal,Completed,5,918.86,70,1,180.1686274509804,3.3333333333333335
3600,2022-11-01,Production Technician II,WBL,Active,Contract,Zone B,Temporary,Production,Field Operations,1949-07-10,MA,Female,White,Single,Fully Meets,2,2023-04-07,2,1,4,2022-11-01,Leadership Development,Internal,Passed,4,299.7,73,1,73.09756097560975,2.3333333333333335
3601,2022-11-21,Production Technician II,BPC,Active,Part-Time,Zone B,Full-Time,Production,Wireline Construction,1966-07-22,MA,Female,White,Married,Fully Meets,5,2022-01-09,1,1,2,2023-01-03,Project Management,External,Completed,1,865.58,56,1,786.8909090909091,1.3333333333333333
3602,2021-04-11,Production Technician II,CCDR,Terminated,Full-Time,Zone B,Part-Time,Production,Engineers,1994-12-10,MA,Female,Hispanic,Married,Fully Meets,5,2023-04-08,3,3,3,2023-04-09,Technical Skills,External,Incomplete,1,632.59,27,0,575.0818181818182,3.0
3603,2018-11-29,Production Technician II,EW,Terminated,Full-Time,Zone A,Part-Time,Production,Field Operations,1977-02-15,MA,Female,White,Married,Fully Meets,2,2022-08-10,5,1,3,2022-10-02,Technical Skills,External,Incomplete,3,680.48,41,0,219.50967741935483,3.0
3604,2019-01-16,Production Technician II,MSC,Active,Part-Time,Zone B,Full-Time,Production,Field Operations,1948-09-03,MA,Female,Hispanic,Divorced,Needs Improvement,4,2022-12-15,3,5,4,2023-03-23,Project Management,External,Failed,3,287.71,71,0,92.80967741935483,4.0
3605,2019-09-18,Production Technician I,CCDR,Active,Contract,Zone C,Temporary,Production,Engineers,1943-08-25,MA,Male,Other,Divorced,Fully Meets,4,2023-09-07,5,1,3,2022-11-17,Communication Skills,External,Passed,2,102.92,76,1,49.009523809523806,3.0
3606,2019-08-01,Production Technician I,SVG,Terminated,Part-Time,Zone C,Full-Time,Production,Billable Consultants,1965-03-13,MA,Male,Other,Divorced,Fully Meets,3,2023-03-27,3,5,1,2022-10-31,Project Management,Internal,Passed,2,255.6,54,1,121.71428571428571,3.0
3607,2019-06-18,Production Technician I,EW,Active,Full-Time,Zone A,Full-Time,Production,Project Management - Con,1976-03-08,MA,Male,Other,Married,Fully Meets,5,2023-07-18,2,4,1,2023-05-04,Customer Service,External,Passed,4,321.91,43,1,78.51463414634148,2.3333333333333335
3608,2019-02-13,Production Technician I,MSC,Active,Full-Time,Zone C,Part-Time,Production,Field Operations,1979-06-07,MA,Male,Other,Married,Fully Meets,3,2023-12-01,1,3,1,2023-03-14,Project Management,External,Completed,3,834.12,40,1,269.0709677419355,1.6666666666666667
3609,2021-06-02,Production Technician I,TNS,Active,Contract,Zone B,Full-Time,Production,Shop (Fleet),1993-09-06,MA,Female,Other,Widowed,Fully Meets,3,2022-05-11,2,2,4,2022-09-23,Customer Service,Internal,Passed,4,273.88,28,1,66.80000000000001,2.6666666666666665
3610,2018-10-11,Production Technician I,PYZ,Active,Part-Time,Zone C,Full-Time,Production,Field Operations,1973-07-04,MA,Female,Other,Single,Fully Meets,3,2022-12-14,4,5,5,2023-02-15,Customer Service,Internal,Incomplete,4,217.57,45,0,53.06585365853659,4.666666666666667
3611,2021-03-09,Production Technician I,WBL,Active,Contract,Zone C,Full-Time,Production,Project Management - Con,1952-01-20,MA,Female,Hispanic,Married,Fully Meets,2,2022-09-16,2,3,4,2023-01-07,Customer Service,Internal,Completed,1,482.09,69,1,438.2636363636363,3.0
3612,2022-01-23,Production Technician I,NEL,Active,Contract,Zone A,Part-Time,Production,Field Operations,1984-12-25,MA,Male,Black,Single,PIP,4,2023-07-07,5,3,3,2023-07-03,Leadership Development,External,Failed,2,614.11,38,0,292.43333333333334,3.6666666666666665
3613,2019-02-24,Production Technician I,PL,Active,Contract,Zone B,Part-Time,Production,Field Operations,1973-06-14,MA,Male,Asian,Married,Exceeds,1,2022-10-13,1,5,2,2022-10-08,Customer Service,Internal,Incomplete,1,354.22,46,0,322.0181818181818,2.6666666666666665
3614,2020-01-08,Production Technician I,BPC,Active,Contract,Zone B,Temporary,Production,Project Management - Con,1973-08-31,MA,Male,White,Married,Fully Meets,2,2023-04-07,4,5,1,2023-06-04,Leadership Development,External,Passed,3,868.85,47,1,280.2741935483871,3.3333333333333335
3616,2022-02-12,Production Technician I,SVG,Active,Contract,Zone C,Full-Time,Production,General - Con,1981-03-24,MA,Female,Hispanic,Married,Fully Meets,4,2023-04-08,1,1,1,2023-01-30,Customer Service,Internal,Incomplete,4,134.93,41,0,32.90975609756098,1.0
3617,2023-02-01,Production Technician I,EW,Active,Full-Time,Zone C,Full-Time,Production,Wireline Construction,1961-02-18,MA,Female,Hispanic,Married,Fully Meets,1,2023-02-26,2,3,3,2023-04-09,Customer Service,Internal,Completed,5,531.1,62,1,104.1372549019608,2.6666666666666665
3618,2023-02-04,Production Technician I,MSC,Active,Part-Time,Zone B,Temporary,Production,Splicing,1944-05-05,MA,Male,Black,Married,Fully Meets,3,2022-06-12,3,4,5,2022-12-26,Leadership Development,External,Passed,3,609.3,79,1,196.54838709677418,4.0
3619,2023-03-23,Production Technician I,TNS,Active,Full-Time,Zone A,Full-Time,Production,General - Con,1984-03-17,MA,Male,Asian,Married,Fully Meets,3,2023-04-30,1,5,2,2022-11-10,Project Management,Internal,Passed,2,656.68,39,1,312.7047619047619,2.6666666666666665
3620,2023-03-22,Production Technician I,PYZ,Active,Part-Time,Zone A,Temporary,Production,General - Eng,1994-12-10,MA,Male,Hispanic,Married,Fully Meets,2,2022-08-29,1,2,2,2022-12-20,Technical Skills,Internal,Completed,3,654.22,29,1,211.03870967741935,1.6666666666666667
3621,2018-11-28,Production Technician I,WBL,Active,Contract,Zone A,Full-Time,Production,Wireless,1997-09-09,MA,Male,White,Married,Fully Meets,2,2023-06-23,2,3,2,2023-07-15,Leadership Development,External,Passed,3,879.89,21,1,283.8354838709677,2.3333333333333335
3622,2020-07-09,Production Technician II,SVG,Active,Part-Time,Zone A,Temporary,Production,Field Operations,1995-10-16,MA,Female,Hispanic,Divorced,Fully Meets,3,2023-07-26,3,1,5,2023-05-11,Project Management,External,Completed,1,977.23,25,1,888.3909090909091,3.0
3623,2019-02-11,Production Technician II,EW,Active,Part-Time,Zone A,Full-Time,Production,Engineers,1958-04-25,MA,Female,Asian,Divorced,Fully Meets,3,2022-04-12,2,2,5,2023-08-03,Project Management,External,Completed,2,763.37,61,1,363.5095238095238,3.0
3624,2020-01-09,Production Technician II,MSC,Active,Part-Time,Zone B,Part-Time,Production,Technology / It,1996-04-02,MA,Female,Asian,Married,Fully Meets,4,2023-09-01,2,2,2,2023-04-05,Communication Skills,External,Passed,5,962.13,24,1,188.6529411764706,2.0
3625,2021-11-11,Production Technician II,TNS,Terminated,Contract,Zone B,Part-Time,Production,Engineers,1975-12-14,MA,Female,Asian,Single,Fully Meets,5,2022-08-28,5,2,4,2023-03-26,Technical Skills,External,Incomplete,2,617.27,46,0,293.93809523809523,3.6666666666666665
3626,2021-05-15,Production Technician II,PYZ,Active,Full-Time,Zone B,Temporary,Production,Field Operations,1993-10-28,MA,Female,Asian,Single,Fully Meets,2,2023-02-24,2,5,1,2022-09-25,Communication Skills,Internal,Failed,2,559.78,28,0,266.5619047619047,2.6666666666666665
